Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Zfp652os,1.618613295105594,3.6989789384347356,2.122842732335113,1.7424648948751298,0.08142712905629708,0.521864837523195
Psca,0.9241107671258457,3.6959194651402214,2.716946249139801,1.3603211570013092,0.17372831608891548,NA
Wdfy3,1.731876220551392,3.694445306280396,1.799484755040664,2.053057296502026,0.04006702091553124,0.35219982927877225
Drc7,2.093148280578498,3.6914788295938714,1.809326878140016,2.0402498156600113,0.041325450387900496,0.3577900732226973
Gm13710,1.5600083968632592,3.688386164005598,1.9600208257514167,1.8818096805637639,0.0598618609597723,0.4430479683750729
Alox5,1.9374632732793933,3.6878608554676053,3.784739557975764,0.9744028086941937,0.3298565754532233,0.9062692324091304
Clec4a3,2.4484767345132425,3.687800525728347,3.232818542079099,1.1407384849248725,0.2539787662989575,0.847463097698873
Olfr70,0.588507127289623,3.6857335439201906,4.191247827803492,0.8793881190871439,0.3791908717790772,NA
Fam227b,1.0849447772281884,3.6746440984584137,2.463131686613317,1.491858562995008,0.13573622751973372,NA
Slc45a1,1.52618131469834,3.6611540314795605,2.221989606697033,1.6476917895767444,0.09941593372252165,0.5790150314946866
Kcnt1,1.1497074538288656,3.66071186189439,2.4066051565050186,1.5211102876595852,0.1282321632375028,NA
Ngfr,3.3469984305514417,3.603886717057937,2.525813590538408,1.4268221259707947,0.15363117185144132,0.7021473422686019
A530032D15Rik,10.110675984589781,3.5821177480521897,1.164614276731575,3.075797557716022,0.0020994033299836976,0.042836943387102915
Mir301,1.1468897047506752,3.5424457553135063,2.2034143898513703,1.607707461487741,0.10789926364142265,NA
Carlr,0.5294329255857274,3.532572144275386,4.2363804692980205,0.8338656477803899,0.4043566969719365,NA
Tmem255b,0.5294329255857274,3.532572144275386,4.2363804692980205,0.8338656477803899,0.4043566969719365,NA
Ldhc,0.6365402309132969,3.532210425645209,3.426812838542475,1.0307567387157224,0.3026549100320465,NA
6330407A03Rik,1.6244602292955306,3.5294873618298475,2.903279497118004,1.2156898312179247,0.22410309928525365,0.8163429826171159
Olfm1,2.746190154559943,3.5284731144790253,2.2491656459884393,1.5687920188414446,0.1166964087130033,0.6260722776404365
Acbd7,1.3967867048232623,3.5235261958229462,2.065430849437821,1.7059521488129203,0.08801698917463927,NA
Iglon5,0.6396529045762358,3.52147494752291,3.4202790549248734,1.0295870281263524,0.3032039071730391,NA
Nxf7,0.7621232924193135,3.520023152028372,2.815384369448984,1.250281556659099,0.211196713299596,NA
BC037156,0.8737100083145989,3.5179774256086005,4.236687602911202,0.8303603558570742,0.40633507290179355,NA
Cxcl9,0.9181383057660134,3.5179606103649737,4.101836332863978,0.85765504151860406,0.3910829722834102,NA
Cst10,1.0583594276083446,3.5179494990480586,3.9885168189484874,0.8820194720842404,0.37776627735814544,NA
Cd209d,1.948064537777924,3.5179103706956267,3.7313648851811645,0.9427945212934665,0.3457860146064314,0.9130479167895519
Chil1,1.5490220112390032,3.517772130406809,2.896362741621559,1.2145481917217824,0.2245384588302704,0.8165950487909162
Thrsp,1.0653220203489977,3.512921155783494,2.431819100163338,1.4445651633986845,0.14858006383718483,NA
Bcan,1.2264904926683176,3.511737090497038,2.233955280232501,1.5719818214675947,0.11595476715527925,NA
Klra7,6.288828201404459,3.5098705383107967,1.7215199690613499,2.038820694147705,0.04146792617863108,0.35854463933613817
Tlr4,2.189781444234368,3.50969082295629,2.0434208835399126,1.7175565010749476,0.0858775402905454,0.5376463159405586
Sspn,2.4716378498219296,3.5095349877312727,2.5472277640861876,1.3777860924778005,0.1682693411662356,0.7292318018610521
Muc19,0.7753231579455213,3.5094236692586946,3.4514436985689194,1.0167987589407341,0.30924917264595914,NA
Ngp,22.945222761749246,3.50489142478192,1.7606570041640965,1.99067246856859,0.04651690738844771,0.3839304354047621
Gm648,2.9546565515488012,3.504064879591509,1.3377371243678884,2.6193972012604947,0.008808531690057688,0.13024847547206245
Msr1,1.6873345773736474,3.5009431545181915,3.2690293022069765,1.0709427266848437,0.2841951827089862,0.8726207311879861
Actc1,0.8942217295644769,3.5004707505009156,2.3506782255383527,1.4891322480767173,0.13645254743646706,NA
Trpm5,1.1710104359548754,3.500335178377915,2.451726871442205,1.4277019268132736,0.15337767134994795,NA
Hcrtr2,1.978979562443045,3.4984595226302755,3.2762841364430493,1.0678132228264043,0.2856047722548719,0.8727660874940226
1700066J03Rik,2.835658137066174,3.488017123356277,1.8675248877680444,1.867721895543223,0.06180084505520786,0.45237771850785974
Hormad1,1.5686199093057807,3.4837477666811187,2.2199945020495364,1.5692596371139045,0.1165874531693986,0.6258486604478296
Mcemp1,3.6970125482506244,3.4476874694715076,2.168243803145122,1.59008293461764,0.11181611211091105,0.6128183136442144
Phka1,9.376316219232713,3.4244454044315136,2.741921211766553,1.248921883581486,NA,NA
Snca,3.8688698038934977,3.384433465175035,4.161727466411392,0.8132280387147482,0.41608732650193336,0.9491135093460707
Csf2rb,19.51730857774366,3.382155684417888,2.1969852161828527,1.5394530921305913,NA,NA
Ccdc27,1.3441711482089298,3.3649341067666105,1.796416523434992,1.8731369161158684,0.06104948078768682,NA
Saxo2,0.8251818480200447,3.3423095271732186,2.9648750092111875,1.1273019998446574,0.2596148171570733,NA
Csf1r,21.759527450924704,3.340724316542153,1.3180851128328126,2.534528524764466,NA,NA
Scube3,1.0923110064791344,3.3325058826630043,2.168616713869019,1.5366965777541648,0.12436762956635573,NA
Lilra6,5.8793602534615745,3.3212050039390326,3.557093970935865,0.9336849211957224,0.3504664454178977,0.9150152977107143
Gm15987,4.582780018587749,3.3112597610441603,2.460557440944687,1.3457356068764894,0.17838779877531427,0.7445450230316891
Mir8109,0.5674355165863191,3.308590798592722,3.5938215706740095,0.9206330179525876,0.3572420577176641,NA
4930519G04Rik,0.4515402758496958,3.304185785189752,4.241568547318566,0.7790009163658552,0.4359791749479235,NA
Pcsk1,38.8582471528933,3.266286901562705,0.638979986110638,5.111720198693601,3.1923842382205335e-7,2.025614944065839e-5
Efna1,2.5705163729718516,3.265189524945555,1.7086455171126653,1.9109812376198414,0.05600699208415759,0.4274331464937182
Ly86,44.54927784582528,3.2535901649240198,1.1995273852671233,2.7123934016725064,0.0066799262579822945,0.10641179138510354
Pxdc1,50.6492188152251,3.212089186058162,1.723830474718598,1.8633440081064299,NA,NA
Siglecg,211.2029382233727,3.206718862672943,1.4889265248386085,2.1537119590374236,NA,NA
Glrp1,13.21942578605655,3.1988281513247,0.7847408343832911,4.076286094935511,4.5760711708091504e-5,0.0017554836292507144
Mir8120,0.5368987898197956,3.1506400043502127,4.245543192408847,0.7421052764187273,0.45802355320816235,NA
Abcc12,0.90834463391941,3.1494700223720558,3.462967654568002,0.9094713946339027,0.36310135065884386,NA
Tifa,13.302872136143508,3.1426973237051157,1.617080325184787,1.9434392186708433,0.05196311256115902,0.4082660850024605
H1fnt,0.6491506945117531,3.1341584768042585,3.5297374970385786,0.8879296206683336,0.37457861026605094,NA
Sirpb1b,0.8090971513708397,3.134130926752369,3.5185765915909815,0.8907382986184254,0.3730695833374076,NA
Ccdc184,1.2009418072459974,3.133095149818799,2.963422026689478,1.0572558081843197,0.2903948558858246,NA
Ccl9,1.9671071088999454,3.1328091956425737,2.858105345386666,1.0961139695915385,0.27302890196848306,0.8632933996432854
Fkbp1b,1.8469442375071203,3.1295383077508308,2.1553067260854735,1.4520152838917657,0.1464973555550523,0.6875865271026457
Aqp1,0.6787321711687013,3.1237068415232696,4.246284409448443,0.7356329770499317,0.461954088001124,NA
Figf,0.585793047125476,3.1216781329970114,3.6288689427287926,0.8602344648604504,0.389659809946738,NA
Ebf4,0.9077032659092312,3.1208275195769586,2.942652548089935,1.060549102748361,0.2888948636259162,NA
Ttc39d,1.2969608404322703,3.120003223461448,2.1855284529149186,1.427573829707038,0.15341456067853748,NA
Cplx2,1.8727218552781095,3.1183253194348577,3.3101908064742975,0.9420379373103882,0.3461732171840424,0.9130479167895519
Dmd,2.864701979665928,3.1123420128153048,1.685231608141119,1.846833395350535,0.06477129022288332,0.4640395669907982
Bcl11a,99.01370411284894,3.1097296652872206,1.489699813601226,2.0874874500854683,NA,NA
Rassf6,2.561526883321595,3.10678390317533,2.5807279625498354,1.2038401366821072,0.22865137315069975,0.822204531190871
Lin28b,0.51067208517057,3.105906263651975,3.645060244143322,0.8520864006685132,0.39416613934753814,NA
Gm12159,5.217513072133867,3.1055294026821514,1.3555774225278012,2.290927357650397,0.021967615404470436,0.24561263974158098
Cntn1,1.0022715822402568,3.1052642494983234,2.5713451522347315,1.2076419405615648,0.2271850194350941,NA
Bcas3os2,0.5083349811129292,3.105195022877783,3.7099390064985185,0.8369935509555723,0.40259619305511085,NA
Bcar3,92.90781184441681,3.1045743073102705,1.9970636372301491,1.5545695437207983,NA,NA
Cpb2,0.946399536273665,3.1041243609959253,1.9384806423713978,1.6013182144540596,0.10930645676543732,NA
F630028O10Rik,0.39295434895636117,3.10291197115182,4.246867056187678,0.7306355320520059,0.4650018026974566,NA
Marveld3,0.6399700048330443,3.102889788475141,4.24686703497672,0.7306303123973718,0.4650049917620773,NA
Dmrt3,0.6727710500545885,3.102888184588004,4.246867034974521,0.7306299347341398,0.4650052225043389,NA
Pip,1.5122211533492702,3.102868631337026,4.246867056151671,0.7306253269318755,0.46500803775496763,0.9636433613836457
Itgb2l,1.0542072849672157,3.102847536020518,4.089176041239848,0.7587952938997772,0.44797502127887057,NA
F10,1.0797331627903581,3.102844492078068,4.009886155352348,0.773798649604161,0.4390498712189174,NA
Tpsb2,3.355587633354551,3.1028273668927273,4.246867056116862,0.7306156104942472,NA,NA
5730488B01Rik,3.0638047421161394,3.1028207043998344,4.246867056110231,0.7306140416935383,0.4650149327901627,0.9636433613836457
Dpysl5,1.07734336032803,3.1027557246012774,3.4236851710495353,0.9062619865979451,0.36479720070217175,NA
Fcgr4,1.5758646417221742,3.1027290617621723,3.34839007749351,0.9266330952947898,0.354117065556169,0.9184079923169653
Epha8,1.4210537087167308,3.1027053903263195,3.211605985395651,0.9660915456115905,0.33399837463771925,NA
Chst1,1.5407975033623658,3.1025061982367266,2.6934690620867077,1.151862570804183,0.24937755095968886,0.8443370189560208
Gm2848,1.6467626973391833,3.1024166782128884,2.5510960618113487,1.2161112725837877,0.223942536952325,0.8163429826171159
Tcte2,1.4833350424275045,3.102166636040816,2.249316641201294,1.3791595986166,0.16784555161095144,NA
Mir7116,0.70418474185963,3.099669942889859,2.0580033658831662,1.506153971502216,0.1320276522699353,NA
Olfr464,1.5278090769699209,3.0949155544181455,1.919934307753066,1.6119903383778695,0.10696404218141455,0.6014343247111843
Itga1,1.1836208995533317,3.0918032415281633,2.857268512986496,1.0820835449926003,0.27921540680067936,NA
2210414B05Rik,0.8986291982351525,3.0917708129371584,2.950653733146338,1.0478256998459607,0.29471891950527657,NA
Slc8a1,1.1833570767045818,3.091765940946096,2.9442080299402233,1.050118031574307,0.29366384941256063,NA
Gm5082,0.8501944202383284,3.090163044245297,2.996902601714181,1.031118943431052,0.30248504540716914,NA
Lrcol1,0.7458033525974849,3.0900080052197563,3.4394717710613523,0.8983960941962439,0.36897441803409603,NA
Lhx1,0.5164128645591073,3.089832252376375,4.247236982162742,0.7274923121438344,0.4669244231532106,NA
Chrdl2,1.3616599297259147,3.0827332717908638,2.082817190605898,1.4800786577405225,0.13885225644945126,NA
C330024D21Rik,0.9006378072379981,3.0813461555381143,2.5939365479444905,1.1879034427345037,0.23487145319744002,NA
Timd4,1.1651786152718238,3.0808169405907746,2.9703989619624256,1.0371727771394723,0.2996553426724095,NA
1700019N19Rik,0.5166886181725404,3.0800104302181714,4.247517252240071,0.7251319411578198,0.46837109073087096,NA
C1qa,1.1872091709169372,3.079200798285795,2.9848958855979832,1.0315940375484551,0.3022623347407503,NA
Nxpe4,11.259077373933945,3.0783245274493387,1.0338079140428298,2.977656183159966,0.002904616134186372,0.05621572384285028
Gm15319,0.7166094549515583,3.0771287637235796,3.4548686809464235,0.8906644645262273,0.37310920415791904,NA
4930467K11Rik,1.1815175575643124,3.072338353202937,1.8362941285420444,1.6731188677503803,0.09430389790501513,NA
Ttc26,2.6547570080885023,3.0711050728045426,1.8304449141853312,1.6777915844418552,0.09338779280300831,0.5621567572637622
Gm4961,0.9067372290415301,3.0685248451199785,2.825834910511561,1.085882559418336,0.2775309539467346,NA
Gypa,0.5130017221377441,3.0667519135838837,4.247898609761006,0.721945647793233,0.4703278947478192,NA
Cutal,0.8574779711386787,3.0665319221798084,3.002169414503837,1.0214386661075916,0.30704665395339154,NA
Baat,2.246801096150094,3.0643480961038403,1.5521737891961134,1.974230023360269,0.04835559359086182,0.39218150240054817
Atp4a,1.2165704937657522,3.0642389024092633,3.380131236321012,0.9065443582434477,0.3646477973983469,NA
Oxtr,1.8609776148984316,3.0630307822951384,1.938307117893816,1.5802608131695137,0.11404715006138377,0.6179187101562293
Cd200r2,1.3524009972000122,3.0600140869259147,2.2204641080034873,1.3780966221864772,0.1681734583256343,NA
Gzma,134.04444475022538,3.044878995739548,0.3950633895596751,7.707317550060186,1.2848980659894724e-14,2.1233293534450203e-12
Csf2rb2,12.579106816667196,3.0330853975778234,1.6967005933206258,1.7876373766344646,NA,NA
2900011O08Rik,4.441421858419882,2.9996651246323625,1.2058344438639559,2.487626008608848,0.012859888769918776,0.16993585880671225
Zp3r,14.499081477848392,2.981144636698952,1.1478690386976964,2.597112158440287,0.009401122122401975,0.13672541051903375
2310001K24Rik,1.4240821696873347,2.9791798708614565,1.7014542494466662,1.7509609040797438,0.07995264462997678,NA
Blk,163.26580981570086,2.977744208379201,1.5993086974687725,1.8618945880129831,NA,NA
Nrg2,297.32613778177074,2.9713700622252275,0.6168863738362139,4.816721827955531,1.4593591054981214e-6,8.188747100179384e-5
Ncan,1.2693903026094304,2.9709783547044566,2.163162031186441,1.3734423551595665,0.16961487012450122,NA
Vldlr,4.663167277600951,2.961847902298022,1.9407433415315603,1.526140957907729,0.12697476367761734,0.6483689290947401
Il15,3.9856938011757324,2.953498729081695,1.4452305738992735,2.043617663798152,0.04099133288665209,0.35652265121427074
Cd14,5.602217211297612,2.9445443555342474,1.7989905673990731,1.636775872477965,0.1016773088750568,0.5853841389215559
Cacna1i,105.63956838151007,2.9417582287033963,1.5962825749437155,1.8428806245705727,NA,NA
Clec7a,2.8238975752247613,2.90952967305254,2.6805381913649575,1.085427427382028,0.27773239017234747,0.8679425776001166
Cd22,673.368301524297,2.907446879914666,1.3724928205871847,2.1183694634342727,NA,NA
H2-Aa,1580.0747905450808,2.9050031531555165,1.4512692141829753,2.0016983236228527,NA,NA
Scd1,390.21196861379434,2.898133259446951,1.469597703984484,1.9720589189744335,NA,NA
Gprin3,368.403316320615,2.8910287094491562,0.29523642292335445,9.792249482035245,1.2156082615623605e-22,4.4883509670119445e-20
Spi1,41.246557874826685,2.888830712307753,1.6367039411404771,1.765029483765266,NA,NA
Ffar1,9.781188582328022,2.887712371014466,1.8135216683156425,1.5923230593084157,NA,NA
Soat2,32.93687166113232,2.8782900821571267,1.1941851488230353,2.4102544609551635,0.01594139769502306,0.19844928686900395
Gm12505,0.4437499524699126,2.8778280238409266,4.2537270158551275,0.6765427149213514,0.4986961356689285,NA
Hmgcs2,3.819323763123119,2.8773337112635726,1.3698516386732311,2.1004710510478435,0.035687424577367295,0.3322107091791531
Cldnd2,118.7288562229843,2.8757295562222622,1.1021400794116085,2.6092232829038458,0.009074800800481963,0.13339868468978275
1700026L06Rik,14.931647638936951,2.8720051539876708,1.1992719768712838,2.394790514058613,0.016629863485943867,0.20431363325296067
8030423F21Rik,0.33479919912494494,2.8702589847784137,4.253977044093973,0.6747236656491482,0.4998513460265519,NA
Etv2,2.2422146667632123,2.849823481686652,1.5993772261784815,1.781833225483622,0.07477643230403595,0.5001928278727995
Bglap3,0.8766275931681948,2.849034078007121,3.533450623938561,0.8063036338205414,0.4200677957635847,NA
Fcrlb,1.0932038580042678,2.8395833180270285,3.183079024169155,0.8920869687701877,0.37234631904632426,NA
Cd33,1.6362804944288536,2.8357533178960477,2.9618511834606163,0.9574259955163459,0.33835228272280776,0.9092461807694038
Gm19434,0.45321564548605764,2.8339346601577096,3.798866004717105,0.7459948986457468,0.45567049666754333,NA
1700047A11Rik,0.7510213300867864,2.8338513457429406,2.351067156959676,1.2053468304187387,0.22806943806174806,NA
Cyp2ab1,0.8599596975546485,2.8330513190924913,3.588924476835101,0.7893872767116076,0.42988568995615734,NA
Cd163,41.28389216675975,2.8298514159916617,0.5865216375449827,4.824803101615546,1.4014164489155289e-6,7.893071370333979e-5
4930554I06Rik,0.7971252485144087,2.824787525531921,2.9837081660964535,0.9467372036010994,0.34377270771303026,NA
Pira6,1.5870535423328478,2.820317858824023,2.8810436382345377,0.9789222979462656,0.3276183737627234,0.9038546092388381
Ism1,0.5042999314639764,2.819118493588469,3.132727980537709,0.8998925253333323,0.36817744830672283,NA
Uox,0.32193161341143983,2.8164215774065458,4.2557903148799765,0.6617857951222805,0.5081085110030927,NA
Ank3,0.32055549286424206,2.8105447241092794,4.255992329641673,0.6603735407450579,0.5090141474860249,NA
Gm1045,1.0662181615156856,2.8103898359472317,2.042147360065804,1.376193457389222,0.16876174714374037,NA
4930579F01Rik,1.4455731124319269,2.8095057928184013,2.3485648319014873,1.196264950686381,0.23159318171711765,NA
Prss30,96.79924499568295,2.8080227068057333,0.44968854933516317,6.244372268222578,4.2550548245650617e-10,4.2375837385304236e-8
Gm5893,0.7010569682605303,2.804274797051119,3.5936484786944094,0.7803419877255012,0.43518960460560613,NA
H2-Ab1,1405.782602386054,2.7925671296687455,1.4464742997599214,1.9306026592606877,NA,NA
Mef2c,154.02443573467482,2.7865669522865777,1.4962814197874295,1.8623281125033644,NA,NA
Lhfpl4,2.0354153218647517,2.781218817474497,1.5591194383237008,1.7838394860016278,0.07444975132137076,0.4998202421817796
Mir7049,2.6007498834328433,2.7707796698637055,1.4996029203102983,1.847675562868586,0.06464929119087325,0.4633918212241906
Apba1,2.229443654237881,2.768803701806329,2.338729806900774,1.1838920826324433,0.23645578466196984,0.8317840823187814
Cr2,131.21276960577183,2.7650532377961574,1.3810401402534054,2.0021526943371835,NA,NA
Gm14327,2.0283397397749914,2.7647330974612583,1.43272367366391,1.929704344446962,0.05364348136401354,0.41646395082707055
Cd180,71.9412275937488,2.758908253539629,1.8047661205374723,1.528679102596411,NA,NA
Mt1,4.458683316553098,2.7552350665847505,1.5360027268640244,1.7937696453247634,0.07284994380280903,0.49638307879775356
H2-Ea-ps,234.68724550566057,2.746111289431292,1.4361374385436243,1.9121507564179245,NA,NA
Cd19,714.5399529973306,2.7414148379700185,1.4112240928153112,1.942579390422008,NA,NA
Fcer2a,512.4960455042919,2.7225324086250993,1.3810319891622618,1.971375341042314,NA,NA
2010005H15Rik,5.173701541828912,2.7113375272909543,1.181620932139482,2.2945916524868233,0.021756537106344745,0.24434264750202558
Pcdh12,4.405409735619411,2.7078344935142082,0.9643049184859779,2.8080687359405845,0.004983958769153293,0.08472415396541874
Spib,171.3144398040594,2.6978467683472847,1.3044320587583338,2.068215627048693,NA,NA
Fcmr,345.6003302969544,2.6940939436606937,1.488565013477796,1.8098597772134726,NA,NA
Prr19,3.639021245021046,2.69390128789872,1.6780573552775864,1.6053690175882525,0.10841261855071549,0.6059786171992131
Cd93,22.714771764741045,2.6790869949103215,1.236264104417028,2.167083057202951,0.030228521566731538,0.30124354361862743
Tgfbi,12.365009497396258,2.6690212644216325,2.6044581885742426,1.0247894460854192,NA,NA
Cadm3,4.269744105849369,2.6675641955927007,1.3963908412748232,1.910327765511102,0.05609102497120375,0.42745001364494056
Adamts2,3.6315935320489383,2.666665091310624,1.5091322263038147,1.7670188501917112,0.07722507146456471,0.5089003613865575
P2rx2,2.303322663771416,2.665364364975265,1.4985047160420348,1.778682667089116,0.07529180243895595,0.5016562361883117
Rag1,1.815080029223833,2.664973187328756,2.302921043018016,1.157214310672269,0.2471848123788281,0.8429700276402954
Tdrd5,18.161923964008153,2.6623155369362985,0.8816110338657348,3.0198301004269834,0.002529165174840795,0.05011012634948073
Cacna1e,16.74548019498317,2.6605170399191507,1.9388465585375911,1.3722163975296178,NA,NA
Dennd5b,51.17431437243833,2.653762087654613,1.574893505454058,1.6850422447386408,NA,NA
Dntt,278.2390058148567,2.6537002171986033,0.29337824962198794,9.045320232900167,1.4922712260415304e-19,4.155699018002321e-17
Ebf1,85.92477511126576,2.653454540952994,1.577308153627689,1.6822676880546454,NA,NA
Kmo,39.801617776837105,2.645417538869926,1.265642389903926,2.090177731065675,0.036601837167588955,0.3364415814952339
Marco,1.0400184389827352,2.640542593079367,2.707090015803381,0.9754173587374173,0.3293532765193123,NA
Bst1,3.1205190169033474,2.640206064331595,1.9392179134182979,1.3614798244502866,0.17336210515297762,0.7387416654266017
Cped1,0.981496586356817,2.635846551272369,2.6197160080632296,1.006157363301782,0.3143398783522979,NA
Trp53cor1,2.872603365547148,2.631552249017286,1.6258478219969317,1.618572300195419,0.1055393190070773,0.5968786307741363
Lifr,12.319220402492382,2.627255004625126,1.5077131757613937,1.7425429762516764,0.08141347822750651,0.521864837523195
Rab44,3.7149656783517413,2.6246478162844573,4.20314233491367,0.6244489496543224,0.5323327867966868,0.9809552741526327
Trem1,2.8986096381965227,2.6245540730615264,4.223148957159191,0.6214685060095535,0.5342914100332458,0.9817772358051334
Cybb,105.32700411390744,2.6208187356536077,1.610653638651688,1.6271771116771885,NA,NA
Duoxa2,7.353330635452945,2.5932157686453143,0.8924003952046574,2.9058881894047155,0.003662122830752878,0.06667191662089804
Sh3bgr,3.2921573021697164,2.5769747245059142,1.5267819159595335,1.6878472934272137,0.09144054641703764,0.5561506773084486
Rab30,19.058120209673636,2.569449936590793,2.4789926687328068,1.0364895261687987,NA,NA
Ptpro,2.939518378591955,2.5646669906787802,4.078621738120507,0.6288072675895213,0.5294752415193139,0.9809552741526327
Tph2,0.27115025564961626,2.564661569532542,4.2652159886063785,0.6012969979441821,0.5476421887363097,NA
Hist1h1t,0.27115025564961626,2.564661569532542,4.2652159886063785,0.6012969979441821,0.5476421887363097,NA
Stfa1,0.27115025564961626,2.564661569532542,4.2652159886063785,0.6012969979441821,0.5476421887363097,NA
